Z,N,BE
60,119,1348.17
60,120,1351.07
60,121,1352.39
60,122,1355.22
60,123,1357.02
60,124,1359.94
60,125,1361.2
60,126,1363.75
60,127,1362.93
60,128,1363.63
60,129,1362.41
60,130,1363.1
60,131,1362.39
60,132,1363.06
60,133,1362.36
60,134,1362.99
60,135,1362.2
60,136,1363.09
60,137,1362.36
60,138,1363.06
60,139,1362.3
60,140,1362.89
60,141,1361.91
61,59,926.56
61,60,942.96
61,61,956.55
61,62,971.56
61,63,984.02
61,64,997.94
61,65,1009.8
61,66,1023.12
61,67,1034.33
61,68,1047.03
61,69,1057.71
61,70,1069.78
61,71,1079.86
61,72,1091.3
61,73,1100.77
61,74,1111.8
61,75,1121.14
61,76,1131.94
61,77,1140.94
61,78,1151.38
61,79,1160.06
61,80,1170.77
61,81,1179.32
61,82,1189.72
61,83,1196.12
61,84,1203.83
61,85,1209.71
61,86,1217.5
61,87,1223.88
61,88,1231.56
61,89,1237.6
61,90,1245.17
61,91,1251.13
61,92,1258.42
61,93,1263.9
61,94,1270.58
61,95,1275.63
61,96,1281.86
61,97,1286.63
61,98,1292.44
61,99,1296.76
61,100,1302.17
61,101,1306.29
61,102,1311.25
61,103,1314.85
61,104,1319.4
61,105,1322.45
61,106,1326.61
61,107,1329.5
61,108,1333.49
61,109,1336.08
61,110,1339.7
61,111,1342.12
61,112,1345.66
61,113,1347.96
61,114,1351.34
61,115,1353.44
61,116,1356.67
61,117,1358.49
61,118,1361.63
61,119,1363.12
61,120,1365.87
61,121,1367.86
61,122,1370.69
61,123,1372.89
61,124,1375.79
61,125,1377.47
61,126,1380.04
61,127,1379.63
61,128,1380.36
61,129,1379.63
61,130,1380.46
61,131,1380.17
61,132,1380.83
61,133,1380.46
61,134,1381.14
61,135,1380.68
61,136,1381.74
61,137,1381.44
61,138,1382.22
61,139,1381.69
61,140,1382.36
61,141,1381.88
61,142,1382.35
61,143,1381.87
61,144,1382.03
62,61,955.12
62,62,971.03
62,63,983.64
62,64,998.18
62,65,1010.14
62,66,1024.09
62,67,1035.42
62,68,1048.76
62,69,1059.58
62,70,1072.26
62,71,1082.43
62,72,1094.45
62,73,1104.0
62,74,1115.66
62,75,1125.08
62,76,1136.45
62,77,1145.47
62,78,1156.5
62,79,1165.16
62,80,1176.42
62,81,1185.02
62,82,1196.01
62,83,1202.47
62,84,1210.74
62,85,1216.59
62,86,1225.07
62,87,1231.38
62,88,1239.61
62,89,1245.73
62,90,1253.82
62,91,1259.85
62,92,1267.66
62,93,1273.24
62,94,1280.44
62,95,1285.64
62,96,1292.43
62,97,1297.28
62,98,1303.68
62,99,1308.08
62,100,1314.07
62,101,1318.19
62,102,1323.77
62,103,1327.44
62,104,1332.43
62,105,1335.62
62,106,1340.4
62,107,1343.29
62,108,1347.76
62,109,1350.44
62,110,1354.56
62,111,1356.98
62,112,1360.92
62,113,1363.22
62,114,1367.03
62,115,1369.17
62,116,1372.76
62,117,1374.62
62,118,1378.16
62,119,1379.73
62,120,1382.95
62,121,1384.7
62,122,1388.09
62,123,1390.2
62,124,1393.54
62,125,1395.21
62,126,1398.2
62,127,1397.77
62,128,1398.92
62,129,1398.28
62,130,1399.47
62,131,1399.22
62,132,1400.3
62,133,1399.89
62,134,1400.89
62,135,1400.53
62,136,1401.99
62,137,1401.71
62,138,1402.8
62,139,1402.44
62,140,1403.53
62,141,1402.99
62,142,1404.0
62,143,1403.29
62,144,1404.1
62,145,1403.23
62,146,1403.95
63,62,967.11
63,63,980.58
63,64,995.55
63,65,1008.03
63,66,1022.14
63,67,1034.31
63,68,1047.79
63,69,1059.25
63,70,1072.07
63,71,1082.76
63,72,1094.85
63,73,1105.09
63,74,1116.89
63,75,1126.68
63,76,1138.04
63,77,1147.64
63,78,1158.63
63,79,1167.89
63,80,1178.72
63,81,1188.26
63,82,1199.14
63,83,1206.18
63,84,1214.54
63,85,1221.05
63,86,1229.67
63,87,1236.52
63,88,1244.88
63,89,1251.53
63,90,1259.69
63,91,1266.21
63,92,1274.08
63,93,1280.16
63,94,1287.46
63,95,1293.17
63,96,1300.03
63,97,1305.51
63,98,1312.02
63,99,1316.96
63,100,1323.07
63,101,1327.69
63,102,1333.37
63,103,1337.56
63,104,1342.66
63,105,1346.36
63,106,1351.21
63,107,1354.58
63,108,1359.1
63,109,1362.22
63,110,1366.38
63,111,1369.24
63,112,1373.19
63,113,1375.87
63,114,1379.71
63,115,1382.28
63,116,1385.87
63,117,1388.09
63,118,1391.61
63,119,1393.75
63,120,1397.02
63,121,1399.18
63,122,1402.54
63,123,1404.99
63,124,1408.32
63,125,1410.43
63,126,1413.43
63,127,1413.41
63,128,1414.59
63,129,1414.53
63,130,1415.7
63,131,1415.91
63,132,1416.98
63,133,1416.93
63,134,1417.97
63,135,1418.0
63,136,1419.46
63,137,1419.5
63,138,1420.75
63,139,1420.68
63,140,1421.77
63,141,1421.74
63,142,1422.76
63,143,1422.54
63,144,1423.33
63,145,1422.93
63,146,1423.67
63,147,1423.03
63,148,1423.22
64,64,994.32
64,65,1007.01
64,66,1021.83
64,67,1034.29
64,68,1048.45
64,69,1059.98
64,70,1073.46
64,71,1084.29
64,72,1096.99
64,73,1107.37
64,74,1119.7
64,75,1129.58
64,76,1141.54
64,77,1151.18
64,78,1162.72
64,79,1172.1
64,80,1183.51
64,81,1193.05
64,82,1204.52
64,83,1211.6
64,84,1220.53
64,85,1226.96
64,86,1235.97
64,87,1243.03
64,88,1251.85
64,89,1258.55
64,90,1267.2
64,91,1273.73
64,92,1282.1
64,93,1288.25
64,94,1296.12
64,95,1301.89
64,96,1309.34
64,97,1314.85
64,98,1321.91
64,99,1327.0
64,100,1333.64
64,101,1338.35
64,102,1344.59
64,103,1348.81
64,104,1354.55
64,105,1358.38
64,106,1363.73
64,107,1367.29
64,108,1372.27
64,109,1375.5
64,110,1380.14
64,111,1383.02
64,112,1387.48
64,113,1390.1
64,114,1394.37
64,115,1397.01
64,116,1400.93
64,117,1403.37
64,118,1407.06
64,119,1409.12
64,120,1413.01
64,121,1415.11
64,122,1418.89
64,123,1421.33
64,124,1425.05
64,125,1427.1
64,126,1430.51
64,127,1430.54
64,128,1432.11
64,129,1432.04
64,130,1433.6
64,131,1433.79
64,132,1435.3
64,133,1435.27
64,134,1436.69
64,135,1436.7
64,136,1438.55
64,137,1438.74
64,138,1440.31
64,139,1440.25
64,140,1441.75
64,141,1441.74
64,142,1443.07
64,143,1442.9
64,144,1444.15
64,145,1443.77
64,146,1444.67
64,147,1443.98
64,148,1444.64
64,149,1443.75
64,150,1444.12
65,65,1003.79
65,66,1019.22
65,67,1032.08
65,68,1046.56
65,69,1058.81
65,70,1072.34
65,71,1083.73
65,72,1096.53
65,73,1107.39
65,74,1119.81
65,75,1130.26
65,76,1142.19
65,77,1152.34
65,78,1163.8
65,79,1173.77
65,80,1185.21
65,81,1195.21
65,82,1206.63
65,83,1214.36
65,84,1223.28
65,85,1230.43
65,86,1239.57
65,87,1247.16
65,88,1256.11
65,89,1263.34
65,90,1272.04
65,91,1279.06
65,92,1287.48
65,93,1294.15
65,94,1302.08
65,95,1308.35
65,96,1315.92
65,97,1321.94
65,98,1329.15
65,99,1334.74
65,100,1341.44
65,101,1346.67
65,102,1352.98
65,103,1357.82
65,104,1363.65
65,105,1368.04
65,106,1373.39
65,107,1377.52
65,108,1382.58
65,109,1386.25
65,110,1390.92
65,111,1394.29
65,112,1398.69
65,113,1401.84
65,114,1406.05
65,115,1409.11
65,116,1413.08
65,117,1415.89
65,118,1419.57
65,119,1422.14
65,120,1426.05
65,121,1428.58
65,122,1432.3
65,123,1435.16
65,124,1438.88
65,125,1441.22
65,126,1444.64
65,127,1445.12
65,128,1446.7
65,129,1447.0
65,130,1448.64
65,131,1449.24
65,132,1450.77
65,133,1451.2
65,134,1452.65
65,135,1453.31
65,136,1455.06
65,137,1455.53
65,138,1457.09
65,139,1457.5
65,140,1459.05
65,141,1459.43
65,142,1460.72
65,143,1461.0
65,144,1462.11
65,145,1462.29
65,146,1463.13
65,147,1462.97
65,148,1463.63
65,149,1463.16
65,150,1463.57
65,151,1462.91
65,152,1462.89
65,153,1461.96
66,67,1031.14
66,68,1046.17
66,69,1058.6
66,70,1072.87
66,71,1084.37
66,72,1097.77
66,73,1108.74
66,74,1121.64
66,75,1132.22
66,76,1144.66
66,77,1154.82
66,78,1166.82
66,79,1177.07
66,80,1189.04
66,81,1199.12
66,82,1211.12
66,83,1218.87
66,84,1228.43
66,85,1235.43
66,86,1244.99
66,87,1252.65
66,88,1262.03
66,89,1269.3
66,90,1278.5
66,91,1285.52
66,92,1294.44
66,93,1301.13
66,94,1309.59
66,95,1315.97
66,96,1324.08
66,97,1330.14
66,98,1337.89
66,99,1343.61
66,100,1350.9
66,101,1356.21
66,102,1363.07
66,103,1367.98
66,104,1374.34
66,105,1378.76
66,106,1384.81
66,107,1389.01
66,108,1394.64
66,109,1398.41
66,110,1403.56
66,111,1407.0
66,112,1411.81
66,113,1415.07
66,114,1419.73
66,115,1422.68
66,116,1427.23
66,117,1429.95
66,118,1434.03
66,119,1436.69
66,120,1441.02
66,121,1443.56
66,122,1447.67
66,123,1450.53
66,124,1454.63
66,125,1457.02
66,126,1460.84
66,127,1461.32
66,128,1463.33
66,129,1463.58
66,130,1465.56
66,131,1466.11
66,132,1468.03
66,133,1468.5
66,134,1470.34
66,135,1470.86
66,136,1473.14
66,137,1473.63
66,138,1475.57
66,139,1476.0
66,140,1477.83
66,141,1478.27
66,142,1479.99
66,143,1480.26
66,144,1481.71
66,145,1481.69
66,146,1483.19
66,147,1483.04
66,148,1484.12
66,149,1483.7
66,150,1484.35
66,151,1483.75
66,152,1484.36
66,153,1483.44
66,154,1483.84
66,155,1482.72
67,69,1056.41
67,70,1070.82
67,71,1082.89
67,72,1096.36
67,73,1107.87
67,74,1120.88
67,75,1131.99
67,76,1144.41
67,77,1154.96
67,78,1167.04
67,79,1177.81
67,80,1189.82
67,81,1200.24
67,82,1212.18
67,83,1220.58
67,84,1230.19
67,85,1237.87
67,86,1247.55
67,87,1255.78
67,88,1265.24
67,89,1273.02
67,90,1282.28
67,91,1289.76
67,92,1298.68
67,93,1305.93
67,94,1314.48
67,95,1321.36
67,96,1329.59
67,97,1336.13
67,98,1344.06
67,99,1350.25
67,100,1357.67
67,101,1363.48
67,102,1370.47
67,103,1375.86
67,104,1382.36
67,105,1387.39
67,106,1393.47
67,107,1398.16
67,108,1403.91
67,109,1408.09
67,110,1413.36
67,111,1417.24
67,112,1422.14
67,113,1425.81
67,114,1430.53
67,115,1433.92
67,116,1438.39
67,117,1441.52
67,118,1445.58
67,119,1448.7
67,120,1453.08
67,121,1455.99
67,122,1460.07
67,123,1463.37
67,124,1467.48
67,125,1470.2
67,126,1474.02
67,127,1474.95
67,128,1476.99
67,129,1477.58
67,130,1479.54
67,131,1480.46
67,132,1482.52
67,133,1483.4
67,134,1485.27
67,135,1486.26
67,136,1488.47
67,137,1489.44
67,138,1491.34
67,139,1492.22
67,140,1494.01
67,141,1494.79
67,142,1496.57
67,143,1497.19
67,144,1498.68
67,145,1499.04
67,146,1500.39
67,147,1500.64
67,148,1501.78
67,149,1501.76
67,150,1502.68
67,151,1502.5
67,152,1503.16
67,153,1502.69
67,154,1503.06
67,155,1502.18
67,156,1502.39
67,157,1501.61
68,70,1070.22
68,71,1082.39
68,72,1096.45
68,73,1108.03
68,74,1121.53
68,75,1132.83
68,76,1145.94
68,77,1156.5
68,78,1169.29
68,79,1180.13
68,80,1192.67
68,81,1203.07
68,82,1215.53
68,83,1224.04
68,84,1234.18
68,85,1241.9
68,86,1252.03
68,87,1260.01
68,88,1270.16
68,89,1277.91
68,90,1287.58
68,91,1295.1
68,92,1304.52
68,93,1311.8
68,94,1320.88
68,95,1327.84
68,96,1336.59
68,97,1343.18
68,98,1351.68
68,99,1357.95
68,100,1365.87
68,101,1371.8
68,102,1379.29
68,103,1384.85
68,104,1391.84
68,105,1396.96
68,106,1403.61
68,107,1408.48
68,108,1414.69
68,109,1419.04
68,110,1424.75
68,111,1428.75
68,112,1434.13
68,113,1437.84
68,114,1443.02
68,115,1446.46
68,116,1451.4
68,117,1454.54
68,118,1459.13
68,119,1462.21
68,120,1467.04
68,121,1469.96
68,122,1474.48
68,123,1477.81
68,124,1482.32
68,125,1485.11
68,126,1489.29
68,127,1490.21
68,128,1492.68
68,129,1493.21
68,130,1495.5
68,131,1496.41
68,132,1498.85
68,133,1499.73
68,134,1502.01
68,135,1502.91
68,136,1505.56
68,137,1506.49
68,138,1508.79
68,139,1509.59
68,140,1511.8
68,141,1512.56
68,142,1514.71
68,143,1515.23
68,144,1517.21
68,145,1517.6
68,146,1519.3
68,147,1519.53
68,148,1521.12
68,149,1521.17
68,150,1522.54
68,151,1522.38
68,152,1523.42
68,153,1522.99
68,154,1523.72
68,155,1522.93
68,156,1523.61
68,157,1522.64
68,158,1523.22
68,159,1522.24
69,72,1094.1
69,73,1106.21
69,74,1119.82
69,75,1131.62
69,76,1144.8
69,77,1155.85
69,78,1168.64
69,79,1179.9
69,80,1192.55
69,81,1203.28
69,82,1215.84
69,83,1224.91
69,84,1235.14
69,85,1243.48
69,86,1253.67
69,87,1262.19
69,88,1272.43
69,89,1280.58
69,90,1290.3
69,91,1298.27
69,92,1307.73
69,93,1315.45
69,94,1324.64
69,95,1332.1
69,96,1340.94
69,97,1348.07
69,98,1356.59
69,99,1363.39
69,100,1371.44
69,101,1377.88
69,102,1385.5
69,103,1391.53
69,104,1398.66
69,105,1404.3
69,106,1411.11
69,107,1416.44
69,108,1422.8
69,109,1427.61
69,110,1433.44
69,111,1437.8
69,112,1443.34
69,113,1447.58
69,114,1452.75
69,115,1456.58
69,116,1461.54
69,117,1465.11
69,118,1469.62
69,119,1473.19
69,120,1478.12
69,121,1481.4
69,122,1485.98
69,123,1489.65
69,124,1494.23
69,125,1497.39
69,126,1501.66
69,127,1502.94
69,128,1505.43
69,129,1506.48
69,130,1508.63
69,131,1510.0
69,132,1512.44
69,133,1513.68
69,134,1515.97
69,135,1517.28
69,136,1519.72
69,137,1521.21
69,138,1523.51
69,139,1524.71
69,140,1527.03
69,141,1528.03
69,142,1530.2
69,143,1531.18
69,144,1533.19
69,145,1533.93
69,146,1535.66
69,147,1536.26
69,148,1537.84
69,149,1538.31
69,150,1539.71
69,151,1539.98
69,152,1541.12
69,153,1541.02
69,154,1541.71
69,155,1541.48
69,156,1541.98
69,157,1541.64
69,158,1542.18
69,159,1541.71
69,160,1542.18
69,161,1541.71
70,73,1105.29
70,74,1119.41
70,75,1131.36
70,76,1145.05
70,77,1156.29
70,78,1169.73
70,79,1181.16
70,80,1194.38
70,81,1205.17
70,82,1218.39
70,83,1227.45
70,84,1238.19
70,85,1246.55
70,86,1257.18
70,87,1265.7
70,88,1276.33
70,89,1284.55
70,90,1294.7
70,91,1302.64
70,92,1312.56
70,93,1320.29
70,94,1329.93
70,95,1337.43
70,96,1346.79
70,97,1353.97
70,98,1362.99
70,99,1369.82
70,100,1378.36
70,101,1384.89
70,102,1393.02
70,103,1399.17
70,104,1406.8
70,105,1412.63
70,106,1419.96
70,107,1425.43
70,108,1432.3
70,109,1437.26
70,110,1443.54
70,111,1448.14
70,112,1454.12
70,113,1458.42
70,114,1464.11
70,115,1468.03
70,116,1473.39
70,117,1477.01
70,118,1482.14
70,119,1485.61
70,120,1491.0
70,121,1494.37
70,122,1499.4
70,123,1503.19
70,124,1508.15
70,125,1511.32
70,126,1516.01
70,127,1517.33
70,128,1520.19
70,129,1521.26
70,130,1523.74
70,131,1525.01
70,132,1527.82
70,133,1529.06
70,134,1531.79
70,135,1532.92
70,136,1535.78
70,137,1537.28
70,138,1539.91
70,139,1541.11
70,140,1543.72
70,141,1544.78
70,142,1547.29
70,143,1548.28
70,144,1550.56
70,145,1551.42
70,146,1553.51
70,147,1554.14
70,148,1556.11
70,149,1556.57
70,150,1558.38
70,151,1558.54
70,152,1560.06
70,153,1560.02
70,154,1561.22
70,155,1560.88
70,156,1561.88
70,157,1561.61
70,158,1562.44
70,159,1562.18
70,160,1563.14
70,161,1562.61
70,162,1563.32
70,163,1562.34
70,164,1562.52
71,75,1128.98
71,76,1142.83
71,77,1154.69
71,78,1168.21
71,79,1180.16
71,80,1193.39
71,81,1204.8
71,82,1217.94
71,83,1227.57
71,84,1238.2
71,85,1247.3
71,86,1257.96
71,87,1267.02
71,88,1277.51
71,89,1286.38
71,90,1296.57
71,91,1305.0
71,92,1314.9
